subject_key,original_subject_id,capture_key,original_photo_id,view,old_path,new_path
sub_0003,-5iHTazqnmWBsnUY6ymoCw1kORMymRDaUla1eNOjgvI,cap_001,0d4a9cce6294a2bdc6dae93d0d9c42a8,side,data/data /raw/mask_left/0d4a9cce6294a2bdc6dae93d0d9c42a8.png,data/bodym/raw_masks/sub_0003/cap_001_side.png
sub_0003,-5iHTazqnmWBsnUY6ymoCw1kORMymRDaUla1eNOjgvI,cap_002,cb5e3a2ce44d28764b2b453b0950e980,front,data/data /raw/mask/cb5e3a2ce44d28764b2b453b0950e980.png,data/bodym/raw_masks/sub_0003/cap_002_front.png
sub_0003,-5iHTazqnmWBsnUY6ymoCw1kORMymRDaUla1eNOjgvI,cap_002,cb5e3a2ce44d28764b2b453b0950e980,side,data/data /raw/mask_left/cb5e3a2ce44d28764b2b453b0950e980.png,data/bodym/raw_masks/sub_0003/cap_002_side.png
sub_0004,-60o95b9oEE83BDV3GpsAVPA4TFvxuPPqtXEY5PApy8,cap_001,ecff10b191d87ec602eb58621d5a8e23,front,data/data /raw/mask/ecff10b191d87ec602eb58621d5a8e23.png,data/bodym/raw_masks/sub_0004/cap_001_front.png
sub_0004,-60o95b9oEE83BDV3GpsAVPA4TFvxuPPqtXEY5PApy8,cap_001,ecff10b191d87ec602eb58621d5a8e23,side,data/data /raw/mask_left/ecff10b191d87ec602eb58621d5a8e23.png,data/bodym/raw_masks/sub_0004/cap_001_side.png
sub_0004,-60o95b9oEE83BDV3GpsAVPA4TFvxuPPqtXEY5PApy8,cap_002,d9adfcab9e56b15a41704ae9e823ab06,front,data/data /raw/mask/d9adfcab9e56b15a41704ae9e823ab06.png,data/bodym/raw_masks/sub_0004/cap_002_front.png
sub_0004,-60o95b9oEE83BDV3GpsAVPA4TFvxuPPqtXEY5PApy8,cap_002,d9adfcab9e56b15a41704ae9e823ab06,side,data/data /raw/mask_left/d9adfcab9e56b15a41704ae9e823ab06.png,data/bodym/raw_masks/sub_0004/cap_002_side.png
sub_0005,-67TrwlJ3GSsqPeHaa2Nb0iQ-BKZfIx4ERysQPZ0-SY,cap_001,ecb8c4b1031624047de1493c7e8b3905,front,data/data /raw/mask/ecb8c4b1031624047de1493c7e8b3905.png,data/bodym/raw_masks/sub_0005/cap_001_front.png
sub_0005,-67TrwlJ3GSsqPeHaa2Nb0iQ-BKZfIx4ERysQPZ0-SY,cap_001,ecb8c4b1031624047de1493c7e8b3905,side,data/data /raw/mask_left/ecb8c4b1031624047de1493c7e8b3905.png,data/bodym/raw_masks/sub_0005/cap_001_side.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_001,427dc3d3705c17c529a142290969a496,front,data/data /raw/mask/427dc3d3705c17c529a142290969a496.png,data/bodym/raw_masks/sub_0006/cap_001_front.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_001,427dc3d3705c17c529a142290969a496,side,data/data /raw/mask_left/427dc3d3705c17c529a142290969a496.png,data/bodym/raw_masks/sub_0006/cap_001_side.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_002,b86b7ee5c75198c7181cd4412cc76cfe,front,data/data /raw/mask/b86b7ee5c75198c7181cd4412cc76cfe.png,data/bodym/raw_masks/sub_0006/cap_002_front.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_002,b86b7ee5c75198c7181cd4412cc76cfe,side,data/data /raw/mask_left/b86b7ee5c75198c7181cd4412cc76cfe.png,data/bodym/raw_masks/sub_0006/cap_002_side.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_003,21a247dee01735e54febbea857b5d638,front,data/data /raw/mask/21a247dee01735e54febbea857b5d638.png,data/bodym/raw_masks/sub_0006/cap_003_front.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_003,21a247dee01735e54febbea857b5d638,side,data/data /raw/mask_left/21a247dee01735e54febbea857b5d638.png,data/bodym/raw_masks/sub_0006/cap_003_side.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_004,3d15cba23e9c6fe9bfd509a4934f511a,front,data/data /raw/mask/3d15cba23e9c6fe9bfd509a4934f511a.png,data/bodym/raw_masks/sub_0006/cap_004_front.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_004,3d15cba23e9c6fe9bfd509a4934f511a,side,data/data /raw/mask_left/3d15cba23e9c6fe9bfd509a4934f511a.png,data/bodym/raw_masks/sub_0006/cap_004_side.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_005,70b35a7aee34e1e817007a6f63b2af8e,front,data/data /raw/mask/70b35a7aee34e1e817007a6f63b2af8e.png,data/bodym/raw_masks/sub_0006/cap_005_front.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_005,70b35a7aee34e1e817007a6f63b2af8e,side,data/data /raw/mask_left/70b35a7aee34e1e817007a6f63b2af8e.png,data/bodym/raw_masks/sub_0006/cap_005_side.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_006,2bb9b09ef0a4ac0ea473a8047076d395,front,data/data /raw/mask/2bb9b09ef0a4ac0ea473a8047076d395.png,data/bodym/raw_masks/sub_0006/cap_006_front.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_006,2bb9b09ef0a4ac0ea473a8047076d395,side,data/data /raw/mask_left/2bb9b09ef0a4ac0ea473a8047076d395.png,data/bodym/raw_masks/sub_0006/cap_006_side.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_007,b8ad9ea99fb7c76617a3922a38348090,front,data/data /raw/mask/b8ad9ea99fb7c76617a3922a38348090.png,data/bodym/raw_masks/sub_0006/cap_007_front.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_007,b8ad9ea99fb7c76617a3922a38348090,side,data/data /raw/mask_left/b8ad9ea99fb7c76617a3922a38348090.png,data/bodym/raw_masks/sub_0006/cap_007_side.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_008,dd4671d13fbb81bc8b4a6765d9cc9ad1,front,data/data /raw/mask/dd4671d13fbb81bc8b4a6765d9cc9ad1.png,data/bodym/raw_masks/sub_0006/cap_008_front.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_008,dd4671d13fbb81bc8b4a6765d9cc9ad1,side,data/data /raw/mask_left/dd4671d13fbb81bc8b4a6765d9cc9ad1.png,data/bodym/raw_masks/sub_0006/cap_008_side.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_009,dab903d03ca65b3d2a0629d919a09dc2,front,data/data /raw/mask/dab903d03ca65b3d2a0629d919a09dc2.png,data/bodym/raw_masks/sub_0006/cap_009_front.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_009,dab903d03ca65b3d2a0629d919a09dc2,side,data/data /raw/mask_left/dab903d03ca65b3d2a0629d919a09dc2.png,data/bodym/raw_masks/sub_0006/cap_009_side.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_010,3ef19d383e16ff7c498d1f9650b8bd8b,front,data/data /raw/mask/3ef19d383e16ff7c498d1f9650b8bd8b.png,data/bodym/raw_masks/sub_0006/cap_010_front.png
sub_0006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,cap_010,3ef19d383e16ff7c498d1f9650b8bd8b,side,data/data /raw/mask_left/3ef19d383e16ff7c498d1f9650b8bd8b.png,data/bodym/raw_masks/sub_0006/cap_010_side.png
sub_0007,-BdVKIwm3OGEfAEB56ar_HJqpYwmLXwhKKlyF0Gi4iU,cap_001,f4c776abab7952840a393ac995fded6e,front,data/data /raw/mask/f4c776abab7952840a393ac995fded6e.png,data/bodym/raw_masks/sub_0007/cap_001_front.png
sub_0007,-BdVKIwm3OGEfAEB56ar_HJqpYwmLXwhKKlyF0Gi4iU,cap_001,f4c776abab7952840a393ac995fded6e,side,data/data /raw/mask_left/f4c776abab7952840a393ac995fded6e.png,data/bodym/raw_masks/sub_0007/cap_001_side.png
sub_0008,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,cap_001,c4a623b8c695bc7117fe33fb477e21d8,front,data/data /raw/mask/c4a623b8c695bc7117fe33fb477e21d8.png,data/bodym/raw_masks/sub_0008/cap_001_front.png
sub_0008,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,cap_001,c4a623b8c695bc7117fe33fb477e21d8,side,data/data /raw/mask_left/c4a623b8c695bc7117fe33fb477e21d8.png,data/bodym/raw_masks/sub_0008/cap_001_side.png
sub_0008,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,cap_002,254f7acb644d4113edf94a6fa3b3d152,front,data/data /raw/mask/254f7acb644d4113edf94a6fa3b3d152.png,data/bodym/raw_masks/sub_0008/cap_002_front.png
sub_0008,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,cap_002,254f7acb644d4113edf94a6fa3b3d152,side,data/data /raw/mask_left/254f7acb644d4113edf94a6fa3b3d152.png,data/bodym/raw_masks/sub_0008/cap_002_side.png
sub_0008,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,cap_003,12f608093cac0c52a41a855c694a586d,front,data/data /raw/mask/12f608093cac0c52a41a855c694a586d.png,data/bodym/raw_masks/sub_0008/cap_003_front.png
sub_0008,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,cap_003,12f608093cac0c52a41a855c694a586d,side,data/data /raw/mask_left/12f608093cac0c52a41a855c694a586d.png,data/bodym/raw_masks/sub_0008/cap_003_side.png
sub_0008,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,cap_004,bce33b8d3f0fbe2fb08b80f7356ef4a2,front,data/data /raw/mask/bce33b8d3f0fbe2fb08b80f7356ef4a2.png,data/bodym/raw_masks/sub_0008/cap_004_front.png
sub_0008,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,cap_004,bce33b8d3f0fbe2fb08b80f7356ef4a2,side,data/data /raw/mask_left/bce33b8d3f0fbe2fb08b80f7356ef4a2.png,data/bodym/raw_masks/sub_0008/cap_004_side.png
sub_0008,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,cap_005,f7ac8f3ee0645855f088cc8d213198a0,front,data/data /raw/mask/f7ac8f3ee0645855f088cc8d213198a0.png,data/bodym/raw_masks/sub_0008/cap_005_front.png
sub_0008,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,cap_005,f7ac8f3ee0645855f088cc8d213198a0,side,data/data /raw/mask_left/f7ac8f3ee0645855f088cc8d213198a0.png,data/bodym/raw_masks/sub_0008/cap_005_side.png
sub_0008,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,cap_006,084a938ea27cfe695205db36f9ad3145,front,data/data /raw/mask/084a938ea27cfe695205db36f9ad3145.png,data/bodym/raw_masks/sub_0008/cap_006_front.png
sub_0008,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,cap_006,084a938ea27cfe695205db36f9ad3145,side,data/data /raw/mask_left/084a938ea27cfe695205db36f9ad3145.png,data/bodym/raw_masks/sub_0008/cap_006_side.png
sub_0008,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,cap_007,06284964e245e85c88a24e8036f36ddc,front,data/data /raw/mask/06284964e245e85c88a24e8036f36ddc.png,data/bodym/raw_masks/sub_0008/cap_007_front.png
sub_0008,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,cap_007,06284964e245e85c88a24e8036f36ddc,side,data/data /raw/mask_left/06284964e245e85c88a24e8036f36ddc.png,data/bodym/raw_masks/sub_0008/cap_007_side.png
sub_0009,-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,cap_001,aac7c8bc568e32a2b6a3d8ecc2be2316,front,data/data /raw/mask/aac7c8bc568e32a2b6a3d8ecc2be2316.png,data/bodym/raw_masks/sub_0009/cap_001_front.png
sub_0009,-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,cap_001,aac7c8bc568e32a2b6a3d8ecc2be2316,side,data/data /raw/mask_left/aac7c8bc568e32a2b6a3d8ecc2be2316.png,data/bodym/raw_masks/sub_0009/cap_001_side.png
sub_0009,-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,cap_002,85b3dc8094cbcdf68632fdfc2bdbdbb9,front,data/data /raw/mask/85b3dc8094cbcdf68632fdfc2bdbdbb9.png,data/bodym/raw_masks/sub_0009/cap_002_front.png
sub_0009,-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,cap_002,85b3dc8094cbcdf68632fdfc2bdbdbb9,side,data/data /raw/mask_left/85b3dc8094cbcdf68632fdfc2bdbdbb9.png,data/bodym/raw_masks/sub_0009/cap_002_side.png
sub_0009,-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,cap_003,66ce4906e1dedb7e1cb8b8b770bbf490,front,data/data /raw/mask/66ce4906e1dedb7e1cb8b8b770bbf490.png,data/bodym/raw_masks/sub_0009/cap_003_front.png
sub_0009,-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,cap_003,66ce4906e1dedb7e1cb8b8b770bbf490,side,data/data /raw/mask_left/66ce4906e1dedb7e1cb8b8b770bbf490.png,data/bodym/raw_masks/sub_0009/cap_003_side.png
sub_0009,-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,cap_004,30b50a81ba3e1ceedfdbb9a368a5ec76,front,data/data /raw/mask/30b50a81ba3e1ceedfdbb9a368a5ec76.png,data/bodym/raw_masks/sub_0009/cap_004_front.png
sub_0009,-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,cap_004,30b50a81ba3e1ceedfdbb9a368a5ec76,side,data/data /raw/mask_left/30b50a81ba3e1ceedfdbb9a368a5ec76.png,data/bodym/raw_masks/sub_0009/cap_004_side.png
sub_0009,-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,cap_005,1a617423c42c0419a632b28d5f6a2e92,front,data/data /raw/mask/1a617423c42c0419a632b28d5f6a2e92.png,data/bodym/raw_masks/sub_0009/cap_005_front.png
sub_0009,-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,cap_005,1a617423c42c0419a632b28d5f6a2e92,side,data/data /raw/mask_left/1a617423c42c0419a632b28d5f6a2e92.png,data/bodym/raw_masks/sub_0009/cap_005_side.png
sub_0009,-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,cap_006,8f12519aa9e41d4ee8592d1b344ad5b0,front,data/data /raw/mask/8f12519aa9e41d4ee8592d1b344ad5b0.png,data/bodym/raw_masks/sub_0009/cap_006_front.png
sub_0009,-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,cap_006,8f12519aa9e41d4ee8592d1b344ad5b0,side,data/data /raw/mask_left/8f12519aa9e41d4ee8592d1b344ad5b0.png,data/bodym/raw_masks/sub_0009/cap_006_side.png
sub_0010,-EujjqWPZ_L0NO_RqgxJ79mA23Tjj33cYAoFaysL4I0,cap_001,9554c0272e9838ecd21efa04fcb53973,front,data/data /raw/mask/9554c0272e9838ecd21efa04fcb53973.png,data/bodym/raw_masks/sub_0010/cap_001_front.png
sub_0010,-EujjqWPZ_L0NO_RqgxJ79mA23Tjj33cYAoFaysL4I0,cap_001,9554c0272e9838ecd21efa04fcb53973,side,data/data /raw/mask_left/9554c0272e9838ecd21efa04fcb53973.png,data/bodym/raw_masks/sub_0010/cap_001_side.png
sub_0011,-JvTra6b-sTRKwQQZ6DHxXMuRtvz2X0fkXKyrXyrcrk,cap_001,a040c302ff99965ebe367b063d19ee20,front,data/data /raw/mask/a040c302ff99965ebe367b063d19ee20.png,data/bodym/raw_masks/sub_0011/cap_001_front.png
sub_0011,-JvTra6b-sTRKwQQZ6DHxXMuRtvz2X0fkXKyrXyrcrk,cap_001,a040c302ff99965ebe367b063d19ee20,side,data/data /raw/mask_left/a040c302ff99965ebe367b063d19ee20.png,data/bodym/raw_masks/sub_0011/cap_001_side.png
sub_0012,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,cap_001,7d1f50c43f01c5945dc00ba07af0228e,front,data/data /raw/mask/7d1f50c43f01c5945dc00ba07af0228e.png,data/bodym/raw_masks/sub_0012/cap_001_front.png
sub_0012,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,cap_001,7d1f50c43f01c5945dc00ba07af0228e,side,data/data /raw/mask_left/7d1f50c43f01c5945dc00ba07af0228e.png,data/bodym/raw_masks/sub_0012/cap_001_side.png
sub_0012,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,cap_002,2bdf0d2809368c3baa494c98f1fec717,front,data/data /raw/mask/2bdf0d2809368c3baa494c98f1fec717.png,data/bodym/raw_masks/sub_0012/cap_002_front.png
sub_0012,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,cap_002,2bdf0d2809368c3baa494c98f1fec717,side,data/data /raw/mask_left/2bdf0d2809368c3baa494c98f1fec717.png,data/bodym/raw_masks/sub_0012/cap_002_side.png
sub_0012,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,cap_003,b51a1ea0bbf99b180b41dc329bade134,front,data/data /raw/mask/b51a1ea0bbf99b180b41dc329bade134.png,data/bodym/raw_masks/sub_0012/cap_003_front.png
sub_0012,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,cap_003,b51a1ea0bbf99b180b41dc329bade134,side,data/data /raw/mask_left/b51a1ea0bbf99b180b41dc329bade134.png,data/bodym/raw_masks/sub_0012/cap_003_side.png
sub_0012,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,cap_004,c3d792e85931ccde7b0283c7f7ade11f,front,data/data /raw/mask/c3d792e85931ccde7b0283c7f7ade11f.png,data/bodym/raw_masks/sub_0012/cap_004_front.png
sub_0012,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,cap_004,c3d792e85931ccde7b0283c7f7ade11f,side,data/data /raw/mask_left/c3d792e85931ccde7b0283c7f7ade11f.png,data/bodym/raw_masks/sub_0012/cap_004_side.png
sub_0012,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,cap_005,f7d58689433ecc8df939acc88973e2ea,front,data/data /raw/mask/f7d58689433ecc8df939acc88973e2ea.png,data/bodym/raw_masks/sub_0012/cap_005_front.png
sub_0012,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,cap_005,f7d58689433ecc8df939acc88973e2ea,side,data/data /raw/mask_left/f7d58689433ecc8df939acc88973e2ea.png,data/bodym/raw_masks/sub_0012/cap_005_side.png
sub_0012,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,cap_006,45ed2ce82e2773d550daf196c0c5cc98,front,data/data /raw/mask/45ed2ce82e2773d550daf196c0c5cc98.png,data/bodym/raw_masks/sub_0012/cap_006_front.png
sub_0012,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,cap_006,45ed2ce82e2773d550daf196c0c5cc98,side,data/data /raw/mask_left/45ed2ce82e2773d550daf196c0c5cc98.png,data/bodym/raw_masks/sub_0012/cap_006_side.png
sub_0012,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,cap_007,ce2846f0341ce602678ceea918d70055,front,data/data /raw/mask/ce2846f0341ce602678ceea918d70055.png,data/bodym/raw_masks/sub_0012/cap_007_front.png
sub_0012,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,cap_007,ce2846f0341ce602678ceea918d70055,side,data/data /raw/mask_left/ce2846f0341ce602678ceea918d70055.png,data/bodym/raw_masks/sub_0012/cap_007_side.png
sub_0012,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,cap_008,1d558f7b9774e6f5a8b87fe235db857b,front,data/data /raw/mask/1d558f7b9774e6f5a8b87fe235db857b.png,data/bodym/raw_masks/sub_0012/cap_008_front.png
sub_0012,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,cap_008,1d558f7b9774e6f5a8b87fe235db857b,side,data/data /raw/mask_left/1d558f7b9774e6f5a8b87fe235db857b.png,data/bodym/raw_masks/sub_0012/cap_008_side.png
sub_0013,-PYkXBwbmZJNo9F8GNPxL69Oy0c4qhIOD6Zz1lLN7jA,cap_001,5fc141179dda05ccb315c2806eeb9cf8,front,data/data /raw/mask/5fc141179dda05ccb315c2806eeb9cf8.png,data/bodym/raw_masks/sub_0013/cap_001_front.png
sub_0013,-PYkXBwbmZJNo9F8GNPxL69Oy0c4qhIOD6Zz1lLN7jA,cap_001,5fc141179dda05ccb315c2806eeb9cf8,side,data/data /raw/mask_left/5fc141179dda05ccb315c2806eeb9cf8.png,data/bodym/raw_masks/sub_0013/cap_001_side.png
sub_0013,-PYkXBwbmZJNo9F8GNPxL69Oy0c4qhIOD6Zz1lLN7jA,cap_002,a3186a8ea4f4dea9b0713a391e30db37,front,data/data /raw/mask/a3186a8ea4f4dea9b0713a391e30db37.png,data/bodym/raw_masks/sub_0013/cap_002_front.png
sub_0013,-PYkXBwbmZJNo9F8GNPxL69Oy0c4qhIOD6Zz1lLN7jA,cap_002,a3186a8ea4f4dea9b0713a391e30db37,side,data/data /raw/mask_left/a3186a8ea4f4dea9b0713a391e30db37.png,data/bodym/raw_masks/sub_0013/cap_002_side.png
sub_0014,-QVnfQ26qAbPK2NBge_b9gErXDn4CdOYWdc4fILEjjQ,cap_001,dff3637a8300a43b463a162f2171bf0e,front,data/data /raw/mask/dff3637a8300a43b463a162f2171bf0e.png,data/bodym/raw_masks/sub_0014/cap_001_front.png
sub_0014,-QVnfQ26qAbPK2NBge_b9gErXDn4CdOYWdc4fILEjjQ,cap_001,dff3637a8300a43b463a162f2171bf0e,side,data/data /raw/mask_left/dff3637a8300a43b463a162f2171bf0e.png,data/bodym/raw_masks/sub_0014/cap_001_side.png
sub_0015,-brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,cap_001,b403e9bada264bfc40a541acd59db576,front,data/data /raw/mask/b403e9bada264bfc40a541acd59db576.png,data/bodym/raw_masks/sub_0015/cap_001_front.png
