subject_id,photo_id,front_path,side_path,height_cm,hip_cm,bai
9PSYt1QA1V2LuUeB87QfewhVngE7TcysOfWIMO5ElTg,00f990c2bc7c8e9fab68aa0f0b8ddb3f,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/00f990c2bc7c8e9fab68aa0f0b8ddb3f.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/00f990c2bc7c8e9fab68aa0f0b8ddb3f.png,179.5,97.18682098388672,22.4120328231378
taHC-Pu6QIN7Hwnm8L-LKUT1djCbnSzOxBA9OiofoDA,010191c608385f7e97afed2d59ac471b,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/010191c608385f7e97afed2d59ac471b.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/010191c608385f7e97afed2d59ac471b.png,171.0,87.5765151977539,21.164581878984634
DoCDz-OXvZTOsLd_FeNcKDJ8P3TeHgw0z6dYdBVYiZs,0122fc59d2e51f43615c3f4b4b95589a,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0122fc59d2e51f43615c3f4b4b95589a.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0122fc59d2e51f43615c3f4b4b95589a.png,189.5,102.7650909423828,21.39415500908939
gz_EHhI5Chmv0cZhqr2LV4h7hWIFSBFVml9Nbd58qxM,0127d26e27927942c1e18785e0831f17,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0127d26e27927942c1e18785e0831f17.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0127d26e27927942c1e18785e0831f17.png,177.0,96.99787902832033,23.191000280415743
groYznJWvyAz-DVhjBx0e_GsqOjzWjWwfQLkrVaAbjI,012a5c6ed67366227e94b1feacb459c6,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/012a5c6ed67366227e94b1feacb459c6.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/012a5c6ed67366227e94b1feacb459c6.png,168.0,97.75373077392578,26.892048005086856
RepVnNXP8Ro--nW_dI7-Mzee4h7Uz7Zm2iQjOdl50Q0,012ca70a651b0bc2e37b1eca204bb12c,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/012ca70a651b0bc2e37b1eca204bb12c.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/012ca70a651b0bc2e37b1eca204bb12c.png,182.0,100.12631225585938,22.77942886783066
76mo2dUguqyOIGL4bac3EyH7z3vFLMknog1q_Q5RMio,0137443ba49903cceede13e710c77634,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0137443ba49903cceede13e710c77634.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0137443ba49903cceede13e710c77634.png,190.0,111.8626480102539,24.712470739923766
rbqXSO8r3ptq7WprPA1JX6__MhYsUVsfts58LQjoBfk,013f653fc8fe7e729e75b1f3c13eb9fa,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/013f653fc8fe7e729e75b1f3c13eb9fa.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/013f653fc8fe7e729e75b1f3c13eb9fa.png,158.0,109.99706268310548,37.385420541442365
DQNsw4euv6SnrLFmtGP7bulvghA0_pMCJ3xGK-s-rwA,013f966ffdec4f00a1de9496b3bb14c7,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/013f966ffdec4f00a1de9496b3bb14c7.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/013f966ffdec4f00a1de9496b3bb14c7.png,173.0,95.5964584350586,24.011931486369733
_XX21X3rkVOkh-zaEoXpAOzIe48jehTSbz-sUGxhLXU,014167c885a3eccd271e1cd4bb21cacf,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/014167c885a3eccd271e1cd4bb21cacf.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/014167c885a3eccd271e1cd4bb21cacf.png,168.0,97.09068298339844,26.587552483469793
nNupwm_XMGtXuPI0XoKClyBSW0F_x8ghtyggcx0P4Z0,0148f4b177b6d6e07ee086cd56a11675,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0148f4b177b6d6e07ee086cd56a11675.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0148f4b177b6d6e07ee086cd56a11675.png,165.0,92.5127182006836,25.649123297421028
MtEI3iPNMiPKY5npP-NwXFGmNv4wL5fmJm_gz3w1gaM,014ccba9cc82c5550b42e586d6793562,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/014ccba9cc82c5550b42e586d6793562.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/014ccba9cc82c5550b42e586d6793562.png,177.5,105.25370025634766,26.50818008364402
_u7Z0BwCME_s7MeKU31grc_GKZakyHju8ixEzhKNvDE,0157a94959b0633597a30b4b19d49ef1,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0157a94959b0633597a30b4b19d49ef1.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0157a94959b0633597a30b4b19d49ef1.png,180.15,104.28968048095705,25.131040692199257
59bc2760681516389ccf4333,015a93aa9265f25f7033402ec8e3652a,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/015a93aa9265f25f7033402ec8e3652a.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/015a93aa9265f25f7033402ec8e3652a.png,161.5,88.5430679321289,25.14155310977587
59bc2767681516389ccf45e0,016a974731334cbdb587c6a9c12527b4,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/016a974731334cbdb587c6a9c12527b4.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/016a974731334cbdb587c6a9c12527b4.png,172.05,95.54670715332033,24.338328575780174
yI3ggbDDMGbpyUyqLMB2ESSttV7sTcq4Q3sljzli3-w,0182acba9ce97abb60387d37023856bc,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0182acba9ce97abb60387d37023856bc.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0182acba9ce97abb60387d37023856bc.png,153.9,100.84725952148438,34.82094554293383
K3p89zXx-UsYBby3S4aWeV9R5aM-T_lwmxb2dLf-LNk,01950e4d973a635218a6144592c5ef31,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/01950e4d973a635218a6144592c5ef31.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/01950e4d973a635218a6144592c5ef31.png,185.75,117.52052307128906,28.421640303247877
59bc2764681516389ccf44c2,01b52f95df5c9b96e509db11bedc3d5b,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/01b52f95df5c9b96e509db11bedc3d5b.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/01b52f95df5c9b96e509db11bedc3d5b.png,152.0,99.53335571289062,35.11329741335138
wyzXYq1mCO53i8GE8uTF583tYOYGA7-eQOjJp1xBalI,01ba31dc23d1d3b10f5e5a0eec601a6b,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/01ba31dc23d1d3b10f5e5a0eec601a6b.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/01ba31dc23d1d3b10f5e5a0eec601a6b.png,174.0,101.2449188232422,26.11124993230161
6dgaZt1ui9mX2B_vimJ5yfk9S1jGnYvmLavPlN3bWDE,01bdf71817337f95176d224eff873782,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/01bdf71817337f95176d224eff873782.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/01bdf71817337f95176d224eff873782.png,171.5,95.99039459228516,24.739711904036312
oCR2_jIGeAq0IqYJOiompcg3HuhvGx3G8cstwrxai7o,01e09f8bc11aaf8e7bb071577c6aad6c,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/01e09f8bc11aaf8e7bb071577c6aad6c.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/01e09f8bc11aaf8e7bb071577c6aad6c.png,183.5,105.6072769165039,24.485402945660184
vdvTDSjhRKHZHLUlzHJioKgrnnNDEyfmvq1ao3LurbA,01e38f7a517646adf8411cae63f77b48,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/01e38f7a517646adf8411cae63f77b48.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/01e38f7a517646adf8411cae63f77b48.png,176.5,104.93772888183594,26.752221250997287
8JjFTu3rC8kbvRBnU-bPDeDSrLxKghNWrntdXKv5FCw,01e3ce18c227e7a0b07deb28173a7578,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/01e3ce18c227e7a0b07deb28173a7578.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/01e3ce18c227e7a0b07deb28173a7578.png,182.15,128.04006958007812,34.08373710458235
6E-ijOCvyEWroi8EYl2I51eU-NBOYt0LlieQHYeasx8,01ec2085a12d883610f6bddf662d43aa,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/01ec2085a12d883610f6bddf662d43aa.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/01ec2085a12d883610f6bddf662d43aa.png,173.5,99.72509765625,25.637036769321703
flOHDS_DHCemPHEzby_5QJYwe8nU3q3p6fF68BOUyR4,02135bca568f12f0f8d9549fe9f9345c,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/02135bca568f12f0f8d9549fe9f9345c.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/02135bca568f12f0f8d9549fe9f9345c.png,172.6,96.11933135986328,24.38864694049417
QeM2XorlxNq4QlazMs-7rhh0gSmxLTaOiQHR6S0dxxA,0269b7a56a4d4a94db90455f34b61c8b,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0269b7a56a4d4a94db90455f34b61c8b.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0269b7a56a4d4a94db90455f34b61c8b.png,168.0,99.62574768066406,27.751745861918373
ytf4AiJs29Zl0YhmcryHTenc9awbx5rimRO5Xixg4Po,0273bdca946df4eafa1977f1370384fa,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0273bdca946df4eafa1977f1370384fa.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0273bdca946df4eafa1977f1370384fa.png,165.85,91.24952697753906,24.722573738884677
pRw9geCWNea0tK6RKkIE92d7e9FJl6Yz7t14twoTQPo,027a6a0f5f038262fd3bd41b7ef21ce0,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/027a6a0f5f038262fd3bd41b7ef21ce0.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/027a6a0f5f038262fd3bd41b7ef21ce0.png,193.0,100.72933959960938,19.568168500680322
KfJBoub1UVszSENTWNIsagcvwmOw2kit8FlHE6vdDgQ,0293748d12b9a69a53285bfe60b8a037,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0293748d12b9a69a53285bfe60b8a037.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0293748d12b9a69a53285bfe60b8a037.png,169.0,98.20768737792967,26.700813553905178
xpLRSBTmbLquELZomksgYN0fN_-2EZ7NANEQHBOeGKo,0298657f8403f0962ffc00019c99f15e,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0298657f8403f0962ffc00019c99f15e.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0298657f8403f0962ffc00019c99f15e.png,180.0,104.95450592041016,25.460261070915045
Z-g2MFyi63K-yqzGH-3_zgDuR0ceW84OSOoGZWbYSD4,02a73e623751f3840181eca89b0709b2,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/02a73e623751f3840181eca89b0709b2.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/02a73e623751f3840181eca89b0709b2.png,182.5,129.16146850585938,34.38882655667352
i4DL4-DHZELmYD09WqN366geaJQCOSt1TeXKhCGeoH0,02c007b09805464807072fc6167a48dd,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/02c007b09805464807072fc6167a48dd.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/02c007b09805464807072fc6167a48dd.png,170.0,102.96109008789062,28.451500771160084
RxMNb3gTmoISfrr8Bq66_Y6mab1irN7S3JkFj2MxYCE,02c74f804d0c0df70f2e89c2af6fde01,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/02c74f804d0c0df70f2e89c2af6fde01.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/02c74f804d0c0df70f2e89c2af6fde01.png,173.55,109.85674285888672,30.04960164175162
bR3I1yOGXZCEzApk8vSz1Aa2WcJKCj578kyuYRIw79c,02cd1b8abd5505481ee0d1b88d62d73d,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/02cd1b8abd5505481ee0d1b88d62d73d.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/02cd1b8abd5505481ee0d1b88d62d73d.png,176.25,97.48824310302734,23.663769058412626
l5EVWtfrpHCHEhPFyIVQ4ukpQPaWTCD4A8xKKWVC_-0,02e000919e1add9732acbd6c3e6c3d98,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/02e000919e1add9732acbd6c3e6c3d98.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/02e000919e1add9732acbd6c3e6c3d98.png,167.45,93.9344711303711,25.350815006424433
65UyB8JMCYFMX-M8OoS8ux5lzr52EmO7TKJ9o4v8ESs,02fc12013b666d5dd8ae3342ffc1658b,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/02fc12013b666d5dd8ae3342ffc1658b.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/02fc12013b666d5dd8ae3342ffc1658b.png,160.5,100.3193359375,31.336926778447044
bIYd-jCYfbKxkqHlHXNsuCyscyetcLfFIq6bm1hcJrU,030524f16f0c99436dd150d826076ab3,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/030524f16f0c99436dd150d826076ab3.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/030524f16f0c99436dd150d826076ab3.png,178.5,105.33218383789062,26.167595604002287
5a1eef5e9f17b800040cc789,030ef1c4c2470832c99b5ae6655af58c,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/030ef1c4c2470832c99b5ae6655af58c.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/030ef1c4c2470832c99b5ae6655af58c.png,172.25,87.47207641601562,20.692838448430912
UHx7qMqO-OHAWMSgjcrcrnJOIo7vRx3QOizllotU2oE,03177e0110de38b90959d15adf8fac5d,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/03177e0110de38b90959d15adf8fac5d.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/03177e0110de38b90959d15adf8fac5d.png,175.5,106.43401336669922,27.778837222014225
USmhBn8O9THhhyAypEL9u68iMWV7Qmy7TR-1EV_jZZQ,0317be5e1d9beb8f272d4c3d83a8e516,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0317be5e1d9beb8f272d4c3d83a8e516.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0317be5e1d9beb8f272d4c3d83a8e516.png,165.6,97.6053695678711,27.801870185241846
H5bknoN0C0lLje6-NMuSk0boQrWDmbQjhK9OdFBs65c,03233d491b0914acc97f5b7e55aed1f9,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/03233d491b0914acc97f5b7e55aed1f9.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/03233d491b0914acc97f5b7e55aed1f9.png,150.0,97.1091766357422,34.859540466526745
Wqssl24T6OXtJNCKzlxZ7tvg3Z4fGvEb3Qq3bnt1QDg,032ad9b33b85a05be80cc36f9c1ea62e,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/032ad9b33b85a05be80cc36f9c1ea62e.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/032ad9b33b85a05be80cc36f9c1ea62e.png,175.5,97.81822204589844,24.073058440048392
UyHRmAs0a9DkqUIdvMM6H2DZZt8poOp0yppXVqiqei8,032de8cbe627f498f5eef00d2cb38a06,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/032de8cbe627f498f5eef00d2cb38a06.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/032de8cbe627f498f5eef00d2cb38a06.png,157.2,90.7359848022461,28.03633531182465
9LL3l-OUpvVhNF3R6QYQyT3CuHu-MCC6p3xNFk8r0eo,033cbc0bd426984172b57b0be76201b3,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/033cbc0bd426984172b57b0be76201b3.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/033cbc0bd426984172b57b0be76201b3.png,191.0,112.25873565673828,24.527523740026545
GldAW2Eejab3EXj8xHMXbKx3jWxkUD6SqNszUe1Kkvk,0347898b2e3f7aa483185c22c3a82648,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0347898b2e3f7aa483185c22c3a82648.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0347898b2e3f7aa483185c22c3a82648.png,167.5,138.43751525878906,45.8603917988269
tygLRr1E8gG_s_W-M_TJ45C09ekCUmSmmMfxWpCvKsg,034a71aae00bdba256c93025fc6fa9c2,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/034a71aae00bdba256c93025fc6fa9c2.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/034a71aae00bdba256c93025fc6fa9c2.png,170.25,90.4788055419922,22.730165777532996
cVytttxSLrJkJZfDS7mqNACCPRKwCk7a978wWualrew,03506e92ab2c616969f5dd37a6e95c92,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/03506e92ab2c616969f5dd37a6e95c92.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/03506e92ab2c616969f5dd37a6e95c92.png,164.25,98.60289001464844,28.841584430921728
W_F3KSfslhBqdPufXu4utZpQzzYipDr0O7YAUGR3VS4,0386d340d9af7b0c356133cf8cba002d,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0386d340d9af7b0c356133cf8cba002d.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0386d340d9af7b0c356133cf8cba002d.png,182.5,108.92405700683594,26.180385964886092
EieZVPA-7JeO9Em9PMbaImzut1JlGA7oaWh3ou4h-Vo,03897fed846f9c0423173eb0deaeec63,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/03897fed846f9c0423173eb0deaeec63.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/03897fed846f9c0423173eb0deaeec63.png,177.5,97.95098114013672,23.42011062163968
CM-k2sWlxOSS_H9bXQ268_o8gAVOdk6nsVPBJyWO8rM,0398cf57d6de526ed721d5a9b5bd908d,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0398cf57d6de526ed721d5a9b5bd908d.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0398cf57d6de526ed721d5a9b5bd908d.png,149.6,101.53933715820312,37.49283771702602
4d_X7JZm0gneZC8ffiFtMDo1I7gKKmN0V0ER7YrB8pI,03b953ddd4eccdf1052b814477add966,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/03b953ddd4eccdf1052b814477add966.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/03b953ddd4eccdf1052b814477add966.png,160.0,107.83265686035156,35.28075028532691
4ETJJKC9HNKcvTvC-u5DrkNO9ia7tsMZdnpvVuU2kmc,03c1f83986b5347f071d29b1e22e8577,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/03c1f83986b5347f071d29b1e22e8577.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/03c1f83986b5347f071d29b1e22e8577.png,169.0,95.60244750976562,25.514996590698964
LWS7u2dM1oIlDpu0qfB0Fh8kUXtyKa2Bzu2Zy8gx69U,03c56b3babc7eb149e13600bd2425bd4,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/03c56b3babc7eb149e13600bd2425bd4.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/03c56b3babc7eb149e13600bd2425bd4.png,171.5,100.67241668701172,26.824381691121744
UwbYVNhUg-Z7Vg1xyCMcWSFRj4AOQGpk5LtRS-kOwP4,03c7f2ec6f04f86544653efb6ede232e,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/03c7f2ec6f04f86544653efb6ede232e.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/03c7f2ec6f04f86544653efb6ede232e.png,169.5,107.27024841308594,30.609900547675593
