photo_id,subject_id,gender,height_cm,weight_kg,front_path,side_path,bf_pseudo
049e2f6c6ca086972310a00143f56697,32pIBnkblYOJm2Rl-OpwpqzwwEPu8CzdWHn1lLH4Pq8,male,167.0,77.3,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/049e2f6c6ca086972310a00143f56697.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/049e2f6c6ca086972310a00143f56697.png,27.880434333990813
0c57c3b6153298c601b17f5b0bb8970b,3A5Rcv9or0IWuBb1I_iDlORBsIfkkhLI1j8QK5uP6AE,male,165.0,86.3,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0c57c3b6153298c601b17f5b0bb8970b.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0c57c3b6153298c601b17f5b0bb8970b.png,33.02408374163762
07ab9b2c2e1af5006beca03ccfd8eb1c,3LJlY5dd1LxDQyqxQtKKevi7R6EeTLOrgG-GB8pP08Q,male,182.0,70.3,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/07ab9b2c2e1af5006beca03ccfd8eb1c.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/07ab9b2c2e1af5006beca03ccfd8eb1c.png,21.89856564130386
0b8b88c9a9abeceb321afa6f0416b48e,3VAjyqA7VZJYiY8-2KpTG0pMgxeUi26w4RSXLzz5q6w,female,157.5,49.5,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0b8b88c9a9abeceb321afa6f0416b48e.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0b8b88c9a9abeceb321afa6f0416b48e.png,26.34210923699201
0c04352beb4c66741b179414518a4cf5,3dexwlFNR0_Q_g3P3X6qYvlJDqalSsaRUSW0Gb9ARxM,male,172.7,80.0,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0c04352beb4c66741b179414518a4cf5.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0c04352beb4c66741b179414518a4cf5.png,28.42253596027622
0acf802c948af5eaf60f00107e6b3c57,3hxEud0tYwP-4mOjVE_crG2lF3BeamokMusciuCtXEM,male,177.5,72.85,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0acf802c948af5eaf60f00107e6b3c57.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0acf802c948af5eaf60f00107e6b3c57.png,24.50955955864002
0a78cbb5bde1989be0c81d7a9f008f70,3sB6D9ahz7CjOisVrAIJNqpEfD1lfw0Rb8mSijk1xc8,female,164.7,74.5,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0a78cbb5bde1989be0c81d7a9f008f70.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0a78cbb5bde1989be0c81d7a9f008f70.png,32.68487331189073
0ced81848d2988c32095ab677562a550,3xVJO9HyrOrQkIXXjdqeHftluBQ_Jkt2Tn748nJt9gk,female,165.2,64.1,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0ced81848d2988c32095ab677562a550.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0ced81848d2988c32095ab677562a550.png,25.9399072225547
081c764b70905170efc0aaa4d7089b42,4ETJJKC9HNKcvTvC-u5DrkNO9ia7tsMZdnpvVuU2kmc,female,169.0,58.6,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/081c764b70905170efc0aaa4d7089b42.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/081c764b70905170efc0aaa4d7089b42.png,25.514996590698964
03c1f83986b5347f071d29b1e22e8577,4ETJJKC9HNKcvTvC-u5DrkNO9ia7tsMZdnpvVuU2kmc,female,169.0,58.6,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/03c1f83986b5347f071d29b1e22e8577.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/03c1f83986b5347f071d29b1e22e8577.png,25.514996590698964
078e6b66f8b3aa8b1c00c42a697d0277,4O8aBm6WqK4iZEWaVSE77na_BaO5FzaUWq8yTrb-hS4,female,171.5,60.7,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/078e6b66f8b3aa8b1c00c42a697d0277.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/078e6b66f8b3aa8b1c00c42a697d0277.png,25.94917855885702
03b953ddd4eccdf1052b814477add966,4d_X7JZm0gneZC8ffiFtMDo1I7gKKmN0V0ER7YrB8pI,female,160.0,78.1,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/03b953ddd4eccdf1052b814477add966.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/03b953ddd4eccdf1052b814477add966.png,35.28075028532691
0904f25147f31b8cc4f5ba1e0bb60b14,4z9kqRwkw3EEXpQm5AQj28m_K4HzCJi32K02uiLQ_Sw,female,160.5,57.0,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0904f25147f31b8cc4f5ba1e0bb60b14.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0904f25147f31b8cc4f5ba1e0bb60b14.png,28.44686979135497
0a603b774953fdc4ff904046fbe08789,59bc2758681516389ccf4064,female,182.2,109.5,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0a603b774953fdc4ff904046fbe08789.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0a603b774953fdc4ff904046fbe08789.png,32.68438660191418
080acc8fe1b480a6e78cc7e12b2b0674,59bc2758681516389ccf4071,female,159.05,131.1,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/080acc8fe1b480a6e78cc7e12b2b0674.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/080acc8fe1b480a6e78cc7e12b2b0674.png,54.564952493729066
0c40850ea8514316a1f85000c46b0dd8,59bc2758681516389ccf4071,female,159.05,131.1,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0c40850ea8514316a1f85000c46b0dd8.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0c40850ea8514316a1f85000c46b0dd8.png,54.564952493729066
04c1e42250a9459278422e0ed48c2776,59bc2758681516389ccf4077,female,167.95,87.45,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/04c1e42250a9459278422e0ed48c2776.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/04c1e42250a9459278422e0ed48c2776.png,35.22611072722404
06e45b55f5adde24e3a9f636a4419acc,59bc275a681516389ccf40d8,female,156.65,124.7,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/06e45b55f5adde24e3a9f636a4419acc.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/06e45b55f5adde24e3a9f636a4419acc.png,58.225544158386114
0b16380bc9ca269804868f718dd6ff95,59bc275c681516389ccf4180,female,160.3,103.4,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0b16380bc9ca269804868f718dd6ff95.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0b16380bc9ca269804868f718dd6ff95.png,45.662059515793295
08edf08c12fcf48e46b3e1971e2fb3fc,59bc275c681516389ccf41a4,female,168.05,90.8,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/08edf08c12fcf48e46b3e1971e2fb3fc.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/08edf08c12fcf48e46b3e1971e2fb3fc.png,38.7816878124897
0a106bdbef36f07eff3015993baddb77,59bc275c681516389ccf41a4,female,168.05,90.8,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0a106bdbef36f07eff3015993baddb77.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0a106bdbef36f07eff3015993baddb77.png,38.7816878124897
067432336ed417450d020c7d73ef9dc2,59bc275d681516389ccf41e4,female,162.2,87.8,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/067432336ed417450d020c7d73ef9dc2.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/067432336ed417450d020c7d73ef9dc2.png,38.212378394572305
0c7d6cc8bb7506aa119f85570306897e,59bc275d681516389ccf41f6,female,159.5,84.5,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0c7d6cc8bb7506aa119f85570306897e.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0c7d6cc8bb7506aa119f85570306897e.png,38.3722132058806
03fae319b61295cae7dd52675b9d3c0e,59bc275d681516389ccf420b,female,153.5,91.6,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/03fae319b61295cae7dd52675b9d3c0e.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/03fae319b61295cae7dd52675b9d3c0e.png,43.67082333737618
09eeab1cf8ec6752583b934f5f5454e8,59bc275d681516389ccf4220,female,176.0,94.8,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/09eeab1cf8ec6752583b934f5f5454e8.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/09eeab1cf8ec6752583b934f5f5454e8.png,31.82297478923698
015a93aa9265f25f7033402ec8e3652a,59bc2760681516389ccf4333,female,161.5,47.8,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/015a93aa9265f25f7033402ec8e3652a.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/015a93aa9265f25f7033402ec8e3652a.png,25.14155310977587
0665da56f8dbfcb15dc2719bbbcf0687,59bc2760681516389ccf4333,female,161.5,47.8,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0665da56f8dbfcb15dc2719bbbcf0687.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0665da56f8dbfcb15dc2719bbbcf0687.png,25.14155310977587
08cd22497989b5491b0922c097c8095a,59bc2764681516389ccf449b,female,168.15,84.5,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/08cd22497989b5491b0922c097c8095a.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/08cd22497989b5491b0922c097c8095a.png,34.385510824771536
07b8cd30daae23f6b1b9280f8c2212f6,59bc2764681516389ccf44c2,female,152.0,66.8,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/07b8cd30daae23f6b1b9280f8c2212f6.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/07b8cd30daae23f6b1b9280f8c2212f6.png,35.11329741335138
01b52f95df5c9b96e509db11bedc3d5b,59bc2764681516389ccf44c2,female,152.0,66.8,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/01b52f95df5c9b96e509db11bedc3d5b.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/01b52f95df5c9b96e509db11bedc3d5b.png,35.11329741335138
08c51c607cd17e5b8da9c746178858e6,59bc2765681516389ccf4551,female,161.4,104.8,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/08c51c607cd17e5b8da9c746178858e6.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/08c51c607cd17e5b8da9c746178858e6.png,41.94100362750519
09bd430b26bf7e8939ba9e37823dd877,59bc2766681516389ccf456d,male,172.0,104.4,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/09bd430b26bf7e8939ba9e37823dd877.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/09bd430b26bf7e8939ba9e37823dd877.png,35.5937132537692
06a764e280828cd424205a5227b4138e,59bc2766681516389ccf45a2,male,165.1,69.6,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/06a764e280828cd424205a5227b4138e.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/06a764e280828cd424205a5227b4138e.png,30.191664713465556
003d4db18f3359c8ed8410817b726539,59bc2767681516389ccf45c9,male,181.9,109.1,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/003d4db18f3359c8ed8410817b726539.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/003d4db18f3359c8ed8410817b726539.png,31.742788756349533
016a974731334cbdb587c6a9c12527b4,59bc2767681516389ccf45e0,female,172.05,62.2,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/016a974731334cbdb587c6a9c12527b4.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/016a974731334cbdb587c6a9c12527b4.png,24.338328575780174
0d7576af9fa91e149a2707b92fa3525e,59bc2767681516389ccf45e0,female,172.05,62.2,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0d7576af9fa91e149a2707b92fa3525e.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0d7576af9fa91e149a2707b92fa3525e.png,24.338328575780174
0d041ffd4c4773b5066c5059c7859117,59bc2767681516389ccf45ec,female,164.2,53.4,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0d041ffd4c4773b5066c5059c7859117.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0d041ffd4c4773b5066c5059c7859117.png,26.033499142490896
0ac04adb9fbcdc66301e2ee3e5adcdcb,59bc2767681516389ccf45f9,male,174.8,106.9,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0ac04adb9fbcdc66301e2ee3e5adcdcb.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0ac04adb9fbcdc66301e2ee3e5adcdcb.png,33.4991456186664
0ce4ff10e43be9b75a7f65dbae5c356f,59bc2768681516389ccf4683,male,174.65,65.8,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0ce4ff10e43be9b75a7f65dbae5c356f.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0ce4ff10e43be9b75a7f65dbae5c356f.png,21.178497402208563
0caabd8260f5aae50dfb6c9131180dc9,59bc2769681516389ccf469e,male,168.5,67.6,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0caabd8260f5aae50dfb6c9131180dc9.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0caabd8260f5aae50dfb6c9131180dc9.png,28.19466036712388
052b7e059ec26b5329054dbf4cd3ec55,59bc276e681516389ccf4844,female,165.0,65.1,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/052b7e059ec26b5329054dbf4cd3ec55.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/052b7e059ec26b5329054dbf4cd3ec55.png,29.654547247392692
03f78a14c316d5b747f29b2709173019,59bc276e681516389ccf485c,female,166.5,55.0,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/03f78a14c316d5b747f29b2709173019.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/03f78a14c316d5b747f29b2709173019.png,24.521909452384698
0bf690034c82135d188815bf2fc6c2d5,59bc276e681516389ccf4871,female,156.5,51.2,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0bf690034c82135d188815bf2fc6c2d5.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0bf690034c82135d188815bf2fc6c2d5.png,31.74373136596634
0504222db0ed524f013971eae7b7973f,59bc276f681516389ccf48b6,male,176.45,70.7,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0504222db0ed524f013971eae7b7973f.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0504222db0ed524f013971eae7b7973f.png,24.45118528962297
08a84e5302bc2a212b8fbb69b27afeb2,59bc2770681516389ccf490a,male,182.05,73.4,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/08a84e5302bc2a212b8fbb69b27afeb2.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/08a84e5302bc2a212b8fbb69b27afeb2.png,21.727480904163087
09ab1de2320fe3497769c7d6a8b963da,59bc2770681516389ccf490a,male,182.05,73.4,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/09ab1de2320fe3497769c7d6a8b963da.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/09ab1de2320fe3497769c7d6a8b963da.png,21.727480904163087
05d04bb91809cb2084cfdb32f12868b5,59bc2770681516389ccf490a,male,182.05,73.4,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/05d04bb91809cb2084cfdb32f12868b5.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/05d04bb91809cb2084cfdb32f12868b5.png,21.727480904163087
03fb2d286d459c230006a332d14f71b4,59bc2770681516389ccf4940,female,160.1,61.2,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/03fb2d286d459c230006a332d14f71b4.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/03fb2d286d459c230006a332d14f71b4.png,30.047232826401682
006269330d4250ea76578c935d09b700,59bc2770681516389ccf494c,female,166.05,73.4,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/006269330d4250ea76578c935d09b700.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/006269330d4250ea76578c935d09b700.png,32.74881603669531
07e1ad567cf1af383e236e9880011a74,5Sa-DtWIegdnuFlkBMNWXCAiuLX9ghXrmsULAkjPSGA,male,166.5,60.4,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/07e1ad567cf1af383e236e9880011a74.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/07e1ad567cf1af383e236e9880011a74.png,24.833625632715837
030ef1c4c2470832c99b5ae6655af58c,5a1eef5e9f17b800040cc789,male,172.25,50.85,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/030ef1c4c2470832c99b5ae6655af58c.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/030ef1c4c2470832c99b5ae6655af58c.png,20.692838448430912
07ff1d0aef9d5190e92cca6d1b588d08,5a1f03069f17b800040cc7c0,male,180.1,87.3,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/07ff1d0aef9d5190e92cca6d1b588d08.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/07ff1d0aef9d5190e92cca6d1b588d08.png,25.643336202730502
0483694f1c63c7249d65d757dd2d3d07,5a1f03069f17b800040cc7c0,male,180.1,87.3,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0483694f1c63c7249d65d757dd2d3d07.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0483694f1c63c7249d65d757dd2d3d07.png,25.643336202730502
0699770d4d3727e1f6cc71131b3407f4,5wUPgA8JvIpwTirQOuB8m-lCcx1WzAlUEKu9OO3jpH8,male,193.0,96.3,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0699770d4d3727e1f6cc71131b3407f4.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0699770d4d3727e1f6cc71131b3407f4.png,22.15840612326469
0c72cb743b36d5df45809f79b51d27f6,5xeQ-uqP6BgtbcnLsHxXy5TkKQ_C1BMlVC-QZqOCWkY,male,176.5,72.6,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0c72cb743b36d5df45809f79b51d27f6.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0c72cb743b36d5df45809f79b51d27f6.png,27.192617999383337
02fc12013b666d5dd8ae3342ffc1658b,65UyB8JMCYFMX-M8OoS8ux5lzr52EmO7TKJ9o4v8ESs,female,160.5,60.7,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/02fc12013b666d5dd8ae3342ffc1658b.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/02fc12013b666d5dd8ae3342ffc1658b.png,31.336926778447044
04ca320d904cc0beac5560cf6c2d6edd,6CxHzwqW23eLWqsWrQuJbwr9UWlo7pv87YqZTFiWxws,female,164.5,48.5,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/04ca320d904cc0beac5560cf6c2d6edd.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/04ca320d904cc0beac5560cf6c2d6edd.png,23.08071352591633
050b324c4425dc9f5ecb0e34a0c123ae,6DyKMxQrUO8OJstSulWISLqB6oXt3KWHnwMacXGfiDc,female,156.75,124.25,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/050b324c4425dc9f5ecb0e34a0c123ae.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/050b324c4425dc9f5ecb0e34a0c123ae.png,56.00293937110794
01ec2085a12d883610f6bddf662d43aa,6E-ijOCvyEWroi8EYl2I51eU-NBOYt0LlieQHYeasx8,male,173.5,76.6,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/01ec2085a12d883610f6bddf662d43aa.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/01ec2085a12d883610f6bddf662d43aa.png,25.637036769321703
0bed0dfee690d94d94172675a1387321,6VI1vtQ3Izv-Ccfa_SZqTvPvCeS1K1PMnpYKrKKL370,male,186.1,80.3,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0bed0dfee690d94d94172675a1387321.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0bed0dfee690d94d94172675a1387321.png,22.84992188648836
01bdf71817337f95176d224eff873782,6dgaZt1ui9mX2B_vimJ5yfk9S1jGnYvmLavPlN3bWDE,male,171.5,63.8,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/01bdf71817337f95176d224eff873782.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/01bdf71817337f95176d224eff873782.png,24.739711904036312
0508ce41ce91957a114985abe4c4ca34,6dgaZt1ui9mX2B_vimJ5yfk9S1jGnYvmLavPlN3bWDE,male,171.5,63.8,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0508ce41ce91957a114985abe4c4ca34.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0508ce41ce91957a114985abe4c4ca34.png,24.739711904036312
0cd4afb56ddea190206ad70ab7be8b89,6hQEpAyrUfCQudE4eKvFP1w_0VuqsO3PeA4xnmk_fhA,male,169.2,66.15,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/0cd4afb56ddea190206ad70ab7be8b89.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/0cd4afb56ddea190206ad70ab7be8b89.png,24.69001224244063
09a7bfc1d5cf869911b452a5ba1c6124,6pSoYMGobKGaplxJ9bYxiH_b0bpbbF-idqM7990uPYE,female,154.3,44.5,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask/09a7bfc1d5cf869911b452a5ba1c6124.png,/Users/tacticalcamel/Desktop/DesignProject/data/raw/mask_left/09a7bfc1d5cf869911b452a5ba1c6124.png,26.811283555353953
